Inspection_ID,DBA_Name,AKA_Name,License ,Facility Type,Risk,Address,City,State,Zip,Inspection_Type,Results,Violations,x,y,Location,Inspection_Dates,Failed_Times
1228327,Chavez Upper Grade Center,CHAVEZ UPPER GRADE CENTER,25152,School,Risk 1 (High),4831 S Hermitage ,CHICAGO,IL,60609,Canvass,Fail,"9. WATER SOURCE: SAFE, HOT & COLD UNDER CITY PRESSURE - Comments: NO HOT WATER TO PROPERLY WASH HANDS OR UTENSILS. 
48 HOUR NOTICE ISSUED. MUST PROVIDE FOOD FROM AN ALTERNATIVE FOOD SOURCE.  
 
CRITICAL VIOLATION 7-38-030 CITATION ISSUED. 
NOT HOT WATER ON SITE. 
 | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: WALLS THROUGH OUT IN NEED OF CLEANING TO REMOVE ALL SPLATTER. 
MUST CLEAN AND MAINTAIN AT ALL TIMES. ",41.80581244,-87.66839567,"(41.80581244476081, -87.66839566977917)",11/20/13,1
1296223,Chgo Voc. C.V.C  (H/S),CHGO VOC. C.V.C  (H/S),53011,School,Risk 1 (High),2100 E 87th St (8700S) ,CHICAGO,IL,60617,Canvass,Fail,"13. NO EVIDENCE OF RODENT OR INSECT INFESTATION, NO BIRDS, TURTLES OR OTHER ANIMALS - Comments: OBSERVED 15-20 MICE DROPPINGS ON FLOOR UNDER SHELVING UNITS IN REAR KITCHEN STORAGE AREA, 15-20 MICE DROPPINGS ON FLOOR ALONG UNUSED WALK-IN COOLER IN KITCHEN STORAGE AREA, 20-30 MICE DROPPINGS SCATTERED ON ALONG WALLS BEHIND COOKING EQUIPMENT IN KITCHEN, ALONG WALLS AND RADIATORS IN SALAD PREP AREA, 10-15 MICE DROPPINGS ON FLOOR ALONG WALLS IN DISH WASHING AREA, 10-15 MICE DROPPINGS ON FLOOR IN STORAGE AREA NEAR SERVING LINE, 20-30 MICE DROPPINGS ON FLOOR ALONG WALLS IN TEACHERS LOUNGE NEAR KITCHEN, 20-30 MICE DROPPINGS ON FLOOR INSIDE STORAGE ROOM IN TEACHERS LOUNGE NEAR KITCHEN, 15-20 MICE DROPPINGS IN CULINARY ARTS STORAGE ROOM 112, 10 MICE DROPPINGS ON FLOOR IN CORNERS NEAR COFFEE AND ICE MACHINE IN CULINARY ARTS STORAGE, 30-40 MICE DROPPINGS ON FLOOR ALONG WALLS AND OUTLETS IN CULINARY ARTS KITCHEN, 15-20 MICE DROPPINGS INSIDE RIGHT STORAGE CLOSET IN CULINARY CAFE DINING AREA, 20-30 MICE DROPPINGS ON LEDGE ALONG STAIRWAY IN CULINARY LOFT AREA, 30-40 MICE DROPPINGS ON STAGE IN AUDITORIUM, 10-15 MICE DROPPINGS INSIDE FAN STORAGE BOX IN AUDITORIUM, 30-40 MICE DROPPINGS INSIDE UNUSED CABINET IN RECEIVING AREA, 20-30 MICE DROPPINGS UNDER SHELVING UNITS IN SHIPPING AND RECEIVING AREA, 10-15 MICE DROPPINGS ON FLOOR IN UPRIGHT CABINET NEAR SINK IN TEACHERS LOUNGE ROOM 153, 10-15 MICE DROPPINGS ON FLOOR NEAR STOVE AND LAUNDRY MACHINES IN ROOM 156, 20-30 MICE DROPPINGS ON FLOOR AND BEHIND DOOR IN STORE ROOM 162C, 30-40 MICE DROPPINGS ON WINDOW LEDGES, FLOOR AND INSIDE CABINETS IN SECOND FLOOR GYM STORAGE,  6 MICE DROPPINGS ON SHELVES IN BOOK ROOM, 10 MICE DROPPINGS ON FLOOR ALONG WALLS BEHIND VENDING MACHINES IN LUNCHROOM/DINING AREA. INSTRUCTED MANAGER TO CALL AN EXTERMINATOR FOR SERVICE, CLEAN AND SANITIZE ALL AREAS. FOLLOWING DOORS NOT RODENT PROOFED: EXIT #1 1/4' GAP ON LEFT SIDE OF RIGHT DOOR, EXIT #15 1/4' GAP ON RIGHT SIDE OF LEFT DOOR, EXIT DOOR IN ROOM 161, 1/4' GAP ON BOTTOM OF DOOR. SEAL ALL OUTER OPENINGS ON DOORS TO PREVENT PEST ENTRY. CRITICAL VIOLATION 7-38-020 CITATION ISSUED. | 26. ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, PROPERLY DESIGNED AND INSTALLED - Comments: NO HOT WATER AT SINKS IN GIRLS AND BOYS WASHROOMS. NO HOT WATER AT  SINK USED FOR HAND WASHING IN LIFE SKILLS ROOM 156. INSTRUCTED MANAGER TO PROVIDE HOT WATER FOR PROPER HAND WASHING. SERIOUS VIOLATION 7-38-030 CITATION ISSUED. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CLEAN INTERIOR AND EXTERIOR OF ALL CABINETS AND SHELVING UNITS INSIDE SHIPPING AND RECEIVING AREA. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOORS NEED CLEANING ALONG WALLS AND IN ALL CORNERS IN KITCHEN PREP, STORAGE, AND DISH WASHING AREAS, TEACHERS LOUNGE, GYM, ALL STORAGE CLOSETS IN CULINARY ARTS, SPECIAL EDUCATION, SHIPPING AND RECEIVING AREAS. REMOVE EXCESS WATER OFF FLOOR IN BOILER ROOM. SEAL OPENINGS IN FLOOR AROUND PIPE FITTINGS UNDER RADIATORS NEAR EXIT 11.ELEVATE ALL STOCK OFF FLOOR IN ALL STORAGE AREAS. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: REPAIR ALL CEILING LEAKS AND MISSING/STAINED CEILING TILES IN TEACHERS LOUNGE. REMOVE PEELING PAINT ON BRICK WALLS IN UTENSIL STORAGE AREA IN CULINARY ARTS. REPAIR WALLS IN AUDITORIUM (WATER DAMAGE). REPLACE MISSING CEILING TILES IN GYM STORAGE AREAS, WASHROOMS, LOCKER ROOMS, ETC. SEAL OPENINGS UNDER TOILETS IN WOMEN AN MEN TEACHER LOUNGE WASHROOMS IN ROOM 153. SEAL ALL OPENINGS IN WALLS AND CEILINGS, AROUND PIPE FITTINGS, ELECTRICAL OUTLETS, ETC IN ALL AREAS. REPAIR WALL NEAR DOOR AND WINDOWS IN SECOND FLOOR GYM STORAGE. REPAIR SCREEN ON KITCHEN EXIT DOOR. PROVIDE ACCESS TO ALL LOCKED DOORS, 162F, 176, ETC. ALL AREAS MUST BE CLEAN, ORGANIZED AND FREE OF PEST ACTIVITY. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: PROVIDE ADEQUATE LIGHTING INSIDE WALK-IN COOLER AND DRY STORAGE AREA IN CULINARY ARTS. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: REPAIR LOOSE HOT WATER HANDLE ON EXPOSED SINK IN CULINARY ARTS. REPAIR ALL LEAKS IN BOILER ROOM. | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: PROVIDE THERMOMETERS IN ALL COOLERS IN CULINARY ARTS. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: ORGANIZE ALL STORAGE CLOSETS 162C, LAUNDRY ROOM 146, SHIPPING AND RECEIVING 148, GYM STORAGE AREAS, ETC TO PREVENT PEST HARBORAGE. STORE MOP HEADS UPRIGHT TO PREVENT INSECT BREEDING.",41.73720173,-87.57324389,"(41.73720172642246, -87.57324388576335)","11/07/2014, 11/15/2013, 11/08/2012",3
657240,THE CHICAGO HIGH SCHOOL FOR THE ARTS,CHIARTS,2585639,School,Risk 1 (High),521 E 35TH ST ,CHICAGO,IL,60616,Canvass,Fail,,41.83109008,-87.61364086,"(41.83109008041188, -87.61364086171423)",9/1/11,1
1516074,Chicago Academy Elementary School,CHICAGO ACADEMY ELEMENTARY SCHOOL,45211,School,Risk 1 (High),3400 N Austin (6000W) ,CHICAGO,IL,60634,Canvass,Fail,"10. SEWAGE AND WASTE WATER DISPOSAL, NO BACK SIPHONAGE, CROSS  CONNECTION AND/OR BACK FLOW - Comments: FOUND WASTEWATER/BLACK GREASY SUBSTANCE BACKING UP AT 2 COMPARTMENT SINK IN REAR PREP AREA. INSTRUCTED TO REPAIR AND MAINTAIN. THE SAID SINK IS TAGGED 'HELD FOR INSPECTION'. INSTRUCTED NOT TO USE. WHEN REPAIRED, ALL AFFECTED AREAS MUST BE CLEANED AND SANITIZED.  
ISSUED 48 HOUR.  
CRITICAL VIOLATION 7-38-030  | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: FOUND STEAM TABLE AT SERVICE LINE IN WEST SIDE CAFETERIA NOT WORKING. INSTRUCTED TO REPAIR AND MAINTAIN. (MANAGEMENT USING HOT HOLDING UNIT BEHIND INOPERABLE STEAM TABLE). | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: INSTRUCTED TO REPLACE MISSING CEILING TILES INSIDE TEACHER'S WASHROOM 2ND FLOOR HIGH SCHOOL SIDE.  | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: INSTRUCTED TO REPAIR STRIPPED COLD FAUCET HANDLE AT (LEFT) HAND SINK INSIDE MEN'S WASHROOM (3RD FLOOR SOUTH SIDE). ",41.94215439,-87.77650575,"(41.94215438626305, -87.77650575319704)",1/20/15,1
1277643,Chicago Academy for the Arts,CHICAGO ACADEMY FOR THE ARTS,3200708,School,Risk 3 (Low),1010 W Chicago AVE ,Chicago,IL,60642,Complaint,Fail,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: Evidence of rodent activity on premises. Observed mice droppings-approximately 30 plus in cafetria/breakroom in southwest and northwest corners, and behind vending machine and radiator. Also, east door has 1/4 inch gap across bottom of door. Instructed to obtain licensed pest control company to service premises, provide pest control logbook with all required written documents including service invoice. Must remove all activity, detail clean and sanitize areas. Must rodent proof door to prevent rodent and insect entry. Serious citation issued 7-38-020. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: Floor in breakroom and boiler room not cleaned or maintained. Instructed to detail clean daily and remove debris. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: Walls not maintained in breakroom. Instructed to repair walls and seal all gaps and openings along wallbase and install coving along wallbase. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: Ventilation not provided in toilet rooms. Instructed to install exhaust fan or have windows open during operation.",41.89640908,-87.65317168,"(41.896409081520545, -87.65317167959094)",1/11/13,1
1516063,Chicago Academy High School,CHICAGO ACADEMY HIGH SCHOOL,46481,School,Risk 1 (High),3400 N Austin (6000W) ,CHICAGO,IL,60634,Canvass,Fail,"10. SEWAGE AND WASTE WATER DISPOSAL, NO BACK SIPHONAGE, CROSS  CONNECTION AND/OR BACK FLOW - Comments: FOUND WASTEWATER/BLACK GREASY SUBSTANCE BACKING UP AT 2 COMPARTMENT SINK IN REAR PREP AREA. INSTRUCTED TO REPAIR AND MAINTAIN. THE SAID SINK IS TAGGED 'HELD FOR INSPECTION'. INSTRUCTED NOT TO USE. WHEN REPAIRED, ALL AFFECTED AREAS MUST BE CLEANED AND SANITIZED.  
ISSUED 48 HOUR. 
CRITICAL VIOLATION 7-38-030 | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: INSTRUCTED TO REPAIR STRIPPED COLD FAUCET HANDLE AT (LEFT) HAND SINK INSIDE MEN'S WASHROOM (3RD FLOOR SOUTH SIDE). | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: INSTRUCTED TO REPLACE MISSING CEILING TILES INSIDE TEACHER'S WASHROOM 2ND FLOOR HIGH SCHOOL SIDE. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: FOUND STEAM TABLE AT SERVICE LINE IN WEST SIDE CAFETERIA NOT WORKING. INSTRUCTED TO REPAIR AND MAINTAIN. (MANAGEMENT USING HOT HOLDING UNIT BEHIND INOPERABLE STEAM TABLE)",41.94215439,-87.77650575,"(41.94215438626305, -87.77650575319704)",1/20/15,1
120374,CHICAGO BULLS COLLEGE PREP,CHICAGO BULLS COLLEGE PREP,26661,School,Risk 1 (High),2040 W Adams St  (200S) ,CHICAGO,IL,60612,Canvass,Fail,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: All necessary control measures shall be used to effectively minimize or eliminate the presence of rodents, roaches, and other vermin and insects on the premises of all food establishments, in food-transporting vehicles, and in vending machines. 
 
OVER 50 MOUSE DROPPINGS WERE FOUND IN THE CAFETERIA UNDER THE RAMP TOWARDS THE ENGINEERS SHOP, BEHIND THE DOOR OF THE WEST CAFETERIA HEAT DECK, IN THE THIRD FLOOR TEACHERS LOUNGE PERIMETER AND AROUND THE 2ND FLR CHEMISTRY LAB WERE OLD FOOD ARTICLES WERE LEFT. 
  CLEAN UP ALL EVIDENCE OF MICE AND REPAIR THE REAR GARBAGE DOOR EXIT, THE PEST STRIP AT HE BOTTOM OF THE DOOR WAS TORN OFF. 
 
FILL IN THE ACTIVE RODENT HOLES IN THE CAFETERIA BASEBOARDS. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: The walls and ceilings shall be in good repair and easily cleaned. 
 
REMOVE THE PEELING PAINT FROM THE KITCHEN CEILING. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: All parts of the food establishment and all parts of the property used in connection with the operation of the establishment shall be kept neat and clean and should not produce any offensive odors. 
 
THE CHEMISTRY LAB IS FULL OF OLD ITEMS WHICH NEED TO BE REORGANIZED. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: THE 1-COMPARMENT SINK IN THE SPECIALED ROOM DOES NOT WORK, REPAIR, REPLACE OR REMOVE SAID SINK. ",41.8788361,-87.67820542,"(41.87883609811147, -87.6782054170021)",3/8/10,1
1324904,CHICAGO HOPE ACADEMY,CHICAGO HOPE ACADEMY,1772551,School,Risk 1 (High),2189 W BOWLER ST ,CHICAGO,IL,60612,Canvass,Fail,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: MUST CLEAN INTERIOR OF THE REACH IN FREEZERS TO REMOVE SPILLS AND DEBRIS. | 26. ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, PROPERLY DESIGNED AND INSTALLED - Comments: FOUND NO HOT RUNNING WATER IN THE BOYS 2nd FLOOR BATHROOM. MUST RESTORE AND MAINTAIN HOT RUNNING WATER AT ALL TIMES.",41.87006802,-87.68090751,"(41.870068019553386, -87.68090750663286)",2/18/14,1
284410,CICS LARRY HAWKINS CAMPUS,CHICAGO INTERNATIONAL CHARTER SCHOOL,2224805,School,Risk 1 (High),801 E 133RD PL ,CHICAGO,IL,60827,License,Fail,,41.65312508,-87.60182419,"(41.65312507737167, -87.60182418756416)","11/17/2014, 08/16/2010",2
246220,CHICAGO JESUIT ACADEMY,CHICAGO JESUIT ACADEMY,1878479,School,Risk 2 (Medium),5058 W JACKSON BLVD ,CHICAGO,IL,60644,Canvass,Fail,,41.87681002,-87.75169371,"(41.87681001637481, -87.75169371208456)","09/28/2011, 05/24/2010",2
88260,Chicago Math and Science Academy,CHICAGO MATH AND SCIENCE ACADEMY,2066649,School,Risk 1 (High),7212 N Clark ST ,CHICAGO,IL,60626,Canvass,Fail,"24. DISH WASHING FACILITIES: PROPERLY DESIGNED, CONSTRUCTED, MAINTAINED, INSTALLED, LOCATED AND OPERATED - Comments: All dishwashing machines must be of a type that complies with all requirements of the plumbing section of the Municipal Code of Chicago and Rules and Regulation of the Board of Health.found/observed 3 compartment sink in prep area draining too slow(not draining properly)sup a lopez notified of situation.citation issued#H000055948 chapter 7-38-030(serious violation). your court date is on 3/18/2010 at 400 w superior in room 112 at 9:00 am. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: All food and non-food contact equipment and utensils shall be smooth, easily cleanable, and durable, and shall be in good repair.non food contact surfaces of storage shelving that had exposed raw wood shall be repair. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: All food and non-food contact surfaces of equipment and all food storage utensils shall be thoroughly cleaned and sanitized daily. All utensils shall be thoroughly cleaned and sanitized after each usage.non food contact surfaces of cooler shelving, storage shelving not clean need cleaning(detailed). | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: The floors shall be constructed per code, be smooth and easily cleaned, and be kept clean and in good repair.floors under heavy equipment, storage shelving in prep area need cleaning. floors under shelving in storage areas ist fl, 2nd floor need cleaning. lunchroom floors need cleaning(corners). | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: The walls and ceilings shall be in good repair and easily cleaned. Use dustless cleaning methods.damaged,missing ceiling tiles in hallways, classrooms shall be provided/replaced.exposed insulation in 2nd floor storage areas shall be repair. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: All rooms in which food or drink is prepared, or in which utensils are washed, shall be lighted so that a minimum of 50-foot candles of light is available on all work surfaces. Shielding to protect against broken glass falling into food shall be provided for all artificial lighting sources in preparation, service, and display facilities.broken light shield in storage area shall be replaced. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: The flow of air discharged from kitchen fans shall always be through a duct to a point above the roofline. Ventilation: All plumbing fixtures, such as toilets, sinks, washbasins, etc., must be adequately trapped, vented, and re-vented and properly connected to the sewer in accordance with the plumbing chapter of the Municipal Code of Chicago and the Rules and Regulations of the Board of Health.exhaust vents ventilation in coolers, prep areas hallways, and bathrooms need cleaning. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: All parts of the food establishment and all parts of the property used in connection with the operation of the establishment shall be kept neat and clean and should not produce any offensive odors. Cleaning equipment shall be properly stored away from food, utensils, equipment, and clean linens.excess debris and clutter in storage areas,1st floor, and 2nd floor shall be removed. stock items must be stored six inches off of floor to prevent pest harborage.",42.01303498,-87.67485599,"(42.01303497781165, -87.67485598691714)","03/14/2013, 12/08/2010, 02/18/2010",3
1106831,CHICAGO WALDORF SCHOOL,CHICAGO WALDORF SCHOOL,2353917,School,Risk 1 (High),1300 W LOYOLA ,CHICAGO,IL,60626,Canvass,Fail,"26. ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, PROPERLY DESIGNED AND INSTALLED - Comments: NO HOT WATER PROVIDED AT GIRLS WASHROOM,FIRST FLOOR.PRESENT WATER TEMPERATURE AT 74.4F TO 75.3F. ONLY ONE GIRLS WASHROOM(4 STALLS AND TWO WASHBOWLS) IS USED BY THE ALL  FEMALE  STUDENTS.INSTRUCTED TO PROVIDE TEMPERED WATER AT SAID  SINKS. 
SERIOUS VIOLATION:7-38-030 | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: BROKEN CEMENT FLOOR INSIDE THE MOP SINK AT SECOND FLOOR (NORTH SIDE),HIGH SCHOOL SIDE BY THE EXIT DOOR.REPAIR SAID FLOOR WITH A SMOOTH CLEANABLE AND NON-ABSORBENT MATERIAL | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: PEELING PAINT ABOVE WINDOWS IN CLASS ROOM ACROSS THE MOP SINK AT SECOND FLOOR,ALSO PEELING PAINT ON CEILING IN CLASS ROOM THIRD FLOOR BY THE STAIRCASE. INSTRUCTED TO REMOVE PAINT AND REPAINT WITH A SMOOTH,CLEANABLE AND NON-ABSORBENT MATERIAL. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: NO VENTILATION PROVIDED AT STAFF WASHROOM,SECOND FLOOR HIGH SCHOOL SIDE.INSTRUCTED TO PROVIDE A MECHANICAL VENTILATION OR ABLE TO EASILY OPEN THE WINDOW. | 37. TOILET ROOM DOORS SELF CLOSING: DRESSING ROOMS WITH LOCKERS PROVIDED: COMPLETE SEPARATION FROM LIVING/SLEEPING QUARTERS - Comments: NO SELF CLOSING DOOR DEVICE PROVIDED AT STAFF WASHROOM DOOR,SECOND FLOOR HIGH SCHOOL SIDE.INSTRUCTED TO PROVIDED",42.00149861,-87.66361033,"(42.001498607585326, -87.66361033404576)","04/29/2015, 09/10/2013",2
1325203,Children of Peace Holy Trinity,CHILDREN OF PEACE HOLY TRINITY,2098691,School,Risk 1 (High),1900 W Taylor ST ,CHICAGO,IL,60612,Canvass,Fail,"9. WATER SOURCE: SAFE, HOT & COLD UNDER CITY PRESSURE - Comments: PREMISES HAS NO HOT RUNNING WATER AT THE HAND SINKS IN THE KIDS TOILET ROOMS ON THE 1st & 2nd FLOOR, AT THE 2 COMPARTMENT SINK IN THE PREP AREA. CITATION ISSUED #7-38-030. MUST PROVIDE AND MAINTAIN HOT RUNNING WATER THROUGH OUT SCHOOL.",41.86926446,-87.67381637,"(41.86926445997663, -87.67381637462078)",9/17/14,1
1434352,Chopin,CHOPIN,22721,School,Risk 1 (High),2450 W Rice ST ,CHICAGO,IL,60622,Canvass,Fail,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: REMOVE MILK CRATES AND PROVIDE ADEQUATE SHELVING IN DRY STORAGE AREA. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CLEAN FLOORS UNDER ALL EQUIPMENT, ALONG WALLS AND IN ALL CORNERS IN DRY STORAGE AREA. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: SEAL OPENINGS IN WALL IN PRE-K CLOSET ROOM 101. SEAL OPENINGS ALONG BASEBOARDS IN PRE-K ROOM 101. SEAL OPENINGS UNDER SINK IN WASHROOM NEAR AUDITORIUM. SEAL OPENINGS UNDER RIGHT SINK IN BOYS SECOND FLOOR WASHROOM. SEAL OPENINGS ABOVE URINALS IN BOYS THIRD FLOOR WASHROOM. SEAL OPENINGS AROUND PIPE FITTINGS UNDER RIGHT SINK IN GIRLS THIRD FLOOR WASHROOM. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: ADJUST MIXING VALVE ON WASHBOWL IN PRE-K ROOM 101. REPAIR LEAK UNDER MIDDLE SINK IN FIRST FLOOR GIRLS WASHROOM NEAR ROOM 107. REPAIR TIMER ON ALL FAUCETS IN STUDENT WASHROOMS. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: ORGANIZE ALL STORAGE AREAS. ELEVATE ALL STOCK SIX INCHES OFF FLOOR AND AWAY FROM WALL FOR EASY CLEANING AND PEST CONTROL. ELEVATE STOCK OFF FLOOR IN WALK-IN FREEZER. | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: OBSERVED 15-20 MICE DROPPINGS SCATTERED ON FLOOR ALONG WALLS IN DRY STORAGE AREA. INSTRUCTED MANAGER TO CALL AN EXTERMINATOR FOR SERVICE, CLEAN AND SANITIZE ALL AREAS. SERIOUS VIOLATION 7-38-020 CITATION ISSUED.",41.89674048,-87.68890154,"(41.89674047569019, -87.68890154292176)",3/28/14,1
606206,CHRIST THE KING,CHRIST THE KING,2247643,School,Risk 1 (High),9240 S HOYNE ,CHICAGO,IL,60620,Canvass,Fail,"35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: REPAIR CEILING BY WINDOW IN BOY'S WASHROOM(2ND FLOOR). SEAL AROUND PIPE IN WALL IN GIRL'S WASHROOM(LOWER LEVEL). ALL DOUBLE DOORS IN MAIN BUILDING MUST BE TIGHT-FITTING AT THE BOTTOMS AS WELL AS AT THE CENTERS TO PREVENT RODENT ENTRY. | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: NO PEST CONTROL LOG BOOK ON PREMISES AT TIME OF INVESTIGATION -CITATION ISSUED - SERIOUS 7-38-020",41.72529871,-87.67466784,"(41.725298706335714, -87.67466784269592)","10/27/2014, 05/06/2011",2
234195,CHRIST THE KING JESUIT,CHRIST THE KING JESUIT,1878467,School,Risk 1 (High),116 N LECLAIRE ST ,CHICAGO,IL,60644,Canvass,Fail,,41.88231003,-87.75283618,"(41.882310031961225, -87.75283617565296)",5/24/10,1
