Inspection_ID,DBA_Name,AKA_Name,License ,Facility Type,Risk,Address,City,State,Zip,Inspection_Date,Inspection_Type,Results,Violations,x,y,Location
1202781,WESTSIDE ALTERNATIVE H.S.,WESTSIDE ALTERNATIVE H.S.,66103,School,Risk 3 (Low),4909 W DIVISION ,CHICAGO,IL,60651,5/23/13,Canvass,Fail,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: NO COMPLETE PEST CONTROL LOG BOOK ON SITE.  
THE REAR DOUBLE DOORS HAVE A ONE FOURTH GAP AT THE BOTTOM OF THR DOORS AND THE TWO FRONT EAST DOORS HAVE A ONE FOURTH GAP AT THE RIGHT SIDE. DOOR NOT TIGHT FITTING OR RODENT PROOVED. SERIOUS CITATION GIVEN. 7-38-020.     | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: CLEAN THE CEILING IN THE LUNCHROOM HAS SOME FOOD DEBRI ON THEM, | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: CLEAN THE LIGHT SHIELD IN THE LUNCHROOM IT HAS FOOD DEBRIS ON IT. | 37. TOILET ROOM DOORS SELF CLOSING: DRESSING ROOMS WITH LOCKERS PROVIDED: COMPLETE SEPARATION FROM LIVING/SLEEPING QUARTERS - Comments: THE MENS TOILET DOES NOT FLUSH IT IS IN POOR REPAIR. 
MUST REPAIR OR REPLACE IT.LOCATED SECOND FLOOR. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: CLEAN THE VENTS IN THE LUNCHROOM HAS DUST BUILDUP ON THEM.",41.9022123,-87.74884541,"(41.9022123009897, -87.74884541003385)"
60306,Westside Youth Tech ENTREPRENEUR,WESTSIDE YOUTH TECH ENTREPRENUER,1981131,School,Risk 3 (Low),4213 W MADISON ST ,CHICAGO,IL,60624,2/8/10,Canvass,Fail,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: All necessary control measures shall be used to effectively minimize or eliminate the presence of rodents, roaches, and other vermin and insects on the premises of all food establishments, in food-transporting vehicles, and in vending machines.OBSERVED EVIDENCE OF APPX. 50 OR MORE MOUSE DROPPINGS ON FLOOR IN FURNANCE ROOM ALONG WALLBASES ALSO FRONT DOOR NOT RODENT PROOF. MUST REMOVE DROPPINGS,CLEAN & SANITIZE AREAS,RODENT PROOF DOOR. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: The walls and ceilings shall be in good repair and easily cleaned.MUST SCRAPE & PAINT:PEELING PAINT ON WALLS.REPLACE STAINED CEILING TILES WHERE NEEDED.SEAL WALLBASES. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: All food and non-food contact surfaces of equipment and all food storage utensils shall be thoroughly cleaned and sanitized daily.CLEAN LIGHT SHIELDS IN TOILET ROOM. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: All parts of the food establishment and all parts of the property used in connection with the operation of the establishment shall be kept neat and clean and should not produce any offensive odors.MUST ELEVATE:ARTICLES OFF OF FLOOR & AWAY FROM WALLS THROUGHOUT.",41.88055026,-87.73114968,"(41.88055025693447, -87.73114968015346)"
289317,White,WHITE,26431,School,Risk 2 (Medium),1136 W 122nd St (12200S) ,CHICAGO,IL,60643,1/24/11,Canvass,Fail,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: All necessary control measures shall be used to effectively minimize or eliminate the presence of rodents, roaches, and other vermin and insects on the premises of all food establishments, in food-transporting vehicles, and in vending machines. 
OBSERVED 5 MICE DROPPINGS ALONG WALLS NEAR UPRIGHT REFRIGERATOR AND UNDER SHELVES IN DRY STORAGE AREA, 10-15 MICE DROPPINGS INSIDE CABINET UNDER SINK IN KINDERGARTEN ROOM 101, 5 MICE DROPPINGS ALONG SOUTH WALL IN POWER UTILITY ROOM, 2 MICE DROPPINGS INSIDE KITCHENETTE IN TEACHERS LOUNGE.  INSTRUCTED MANAGER TO CALL AND EXTERMINATOR FOR SERVICE, CLEAN AND SANITIZE ALL AFFECTED AREAS. NORTH EXIT DOOR NOT RODENT PROOFED 1' GAP IN BOTTOM RIGHT CORNER OF LEFT DOOR SEAL ALL OUTER OPENINGS ON DOOR TO PREVENT PEST ENTRY.  SERIOUS VIOLATION 7-38-020 CITATION ISSUED H70430 COURT DATE 2-24-11 AT 10 AM 400 W SUPERIOR ROOM 107. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: The floors shall be constructed per code, be smooth and easily cleaned, and be kept clean and in good repair. 
FLO0RS NEED CLEANING UNDER ALL EQUIPMENT ALONG WALLS AND IN ALL CORNERS IN ALL STORAGE AREAS. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: The walls and ceilings shall be in good repair and easily cleaned. 
SEAL OPENINGS AROUND PIPE FITTINGS BEHIND TOILET IN KITCHEN OFFICE WASHROOM, BEHIND DRYER IN GIRLS GYM WASHROOM, AND URINALS IN BOYS WASHROOM. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: Ventilation: All plumbing fixtures, such as toilets, sinks, washbasins, etc., must be adequately trapped, vented, and re-vented and properly connected to the sewer in accordance with the plumbing chapter of the Municipal Code of Chicago and the Rules and Regulations of the Board of Health. 
PROVIDE VENTILATION IN ALL WASHROOMS. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: All parts of the food establishment and all parts of the property used in connection with the operation of the establishment shall be kept neat and clean and should not produce any offensive odors. 
REMOVE UNUSED EQUIPMENT AND PROPERLY ORGANIZE ALL STORAGE AREAS TO PREVENT PEST HARBORAGE.",41.67233661,-87.65055321,"(41.67233661078134, -87.65055320582842)"
1383437,WHITNEY YOUNG (H/S),WHITNEY YOUNG (H/S),47101,School,Risk 1 (High),211 S Laflin  (1500W) ,CHICAGO,IL,60607,3/20/14,Canvass,Fail,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: NOTED EVIDENCE OF INSECTS ON SITE.  NOTED APPROXIMATELY 35-40 LIVE SMALL FLIES RESTING ON WALLS UNDERNEATH THE 3 COMPARTMENT SINK,UNDER THE DISH MACHINE, ON CEILING ABOVE DISH WASHING AND PREP AREAS, BEHIND COOKING EQUIPMENT,IN KITHCEN MOP SINK ROOM,ON THE SWIMMING POOL DECK AND IN STUDENT LOCKER ROOMS.  MUST REMOVE INSECTS,SANITIZE AFFECTED AREAS AND HAVE THE PEST CONTROL COMPANY SERVICE AREAS.  SERIOUS CITATION ISSUED 7-38-020 | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: MUST REMOVE HEAVY DUST BUILD UP ON LIGHTS ABOVE THE THREE COMPARTMENT SINK.   | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: MUST DETAIL CLEAN TOILET AND SINK IN EMPLOYEE WASH ROOM FOR MALE KITCHEN STAFF.  MUST REMOVE ODORS. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: MUST REPAIR COLD WATER FAUCET HANDLE IN EMPLOYEE WASHROOM FOR MALE KITCHEN STAFF.  MUST REPAIR LEAKY FAUCET AT THE MOP SINK IN KITCHEN. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: DETAIL CLEAN FLOORS IN THE EMPLOYEE WASH ROOM FOR MALE KITCHEN STAFF.  | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: REMOVE ALL UNNECESSARY ITEMS IN THE SHARED BASEMENT STORAGE CLOSET LOCATED DIRECTLY OUTSIDE OF PREP AREA. INSTRUCTED TO BETTER ORGANIZE REMAINING ITEMS.",41.87859028,-87.66419634,"(41.87859028351851, -87.66419634456105)"
1324326,WHITNEY YOUNG (H/S),WHITNEY YOUNG (H/S),47101,School,Risk 1 (High),211 S Laflin  (1500W) ,CHICAGO,IL,60607,2/25/13,Canvass,Fail,"26. ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, PROPERLY DESIGNED AND INSTALLED - Comments: NOTED INADEQUATE PLUMBING AT THIS TIME OF INSPECTION,NO HOT RUNNING WATER IN THE FOLLOWING TOILET ROOMS, 2 NORTH BOYS AND GIRLS AND TEACHERS AND THE 3 SOUTH GIRLS AND TEACHERS. MUST PROVIDE AND MAINTAIN HOT RUNNING WATER IN TOILET ROOMS AT ALL TIMES. SERIOUS CITATION ISSUED #7-38-030. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: NOTED A LEAK AT THE 3 COMP AND 2 COMP SINK FAUCET IN THE DISH WASHING AREAS. ALSO NOTED LEAKS AT THE WASH BOWLS AT BOTTOM IN THE 2 NORTH GIRLS TOILET ROOM. MUST REPAIR AND MAINTAIN.",41.87859028,-87.66419634,"(41.87859028351851, -87.66419634456105)"
598418,WHITTIER ELEMENTARY,WHITTIER ELEMENTARY,25861,School,Risk 2 (Medium),1900 W 23rd St (2300S) ,CHICAGO,IL,60608,10/20/11,Canvass,Fail,"29. PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090 - Comments: A separate and distinct offense shall be deemed to have been committed for each Minor violation that is not corrected upon re-inspection by the health authority. 
 
PREVIOUS MINOR VIOLATIONS NOT CORRECTED FROM MARCH 02,2011 REPORT# 579478 NOW SERIOUS VIOLATIONS. #41- FOUND OLD BOOKS, BOXES, OLD MILK CRATES, OLD UNUSED FURNITURE,OLD DESK,FILE CABINETS, OLD COMPUTERS, OLD MONITORS AND THE PIANO. ALL LOCATED IN BASEMENT HALL WAY, TEACHERS LOUNGE BY PREP AREA,BOILER ROOM AND UTILITY CLOSETS. SERIOUS VIOLATION 7-42-090 
INSTRUCTED TO REMOVE ARTICLES AND CLEAN AND ORGNIZE SO NO INSECT OR RODENT HARBORAGE. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: The flow of air discharged from kitchen fans shall always be through a duct to a point above the roofline. 
 
CLEAN THE VENTS IN THE BOYS AND GIRLS TOILET ROOMS HAS DIRT BUILDUP. 
 
 | 37. TOILET ROOM DOORS SELF CLOSING: DRESSING ROOMS WITH LOCKERS PROVIDED: COMPLETE SEPARATION FROM LIVING/SLEEPING QUARTERS - Comments: Toilet rooms shall be completely enclosed and shall be vented to the outside air or mechanically ventilated. 
 
ON THE IST FOOR GIRLS TOILET ROOM FOUNR LOOSE TOILET SEATS. 
INSTRUCTED TO SECURE ALL TOILET SEATS TO THE TOILETS WHERE NEEDED.",41.85050786,-87.67342126,"(41.85050785981925, -87.67342126172662)"
604507,Wildwood,WILDWOOD,25881,School,Risk 1 (High),6950 N Hiawatha ,CHICAGO,IL,60646,11/15/11,Consultation,Fail,"29. PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090 - Comments:  | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments:  | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments:  | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: ",42.00747007,-87.77837089,"(42.00747006588308, -87.77837089379373)"
604490,Wildwood,WILDWOOD,25881,School,Risk 1 (High),6950 N Hiawatha ,CHICAGO,IL,60646,11/2/11,Canvass,Fail,"29. PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090 - Comments: Found observed previous minor violations #34,#35,#36, not corrected(not in  full compliance)from inspection report #604217, dated 5/12/2011. at time of inspection on 11/02/2011, Violation #34 floor in boiler room had peeling paint, exposed concrete, shall be repair/sealed.#35 Walls, ceilings that had peeling paint in kitchen prep area shall be repaired/sealed. Peeling paint/plaster in boiler room shall be repaired/sealed. Missing ceiling tiles in gym(main building)shall be provided. Exposed insulation in boiler room shall be repaired/sealed.#36 Missing/broken light shields in classrooms, bathrooms in main building, annex building shall be provided/replaced. Light shields in hallways, classrooms, kitchen area not clean need cleaning, light shields in annex building need detailed cleaning.see attached copy of report #604217, dated 5/12/2011. Citation Issued #H000072741, with a court date of 12/15/2011, at 400 w Superior in Room # 112 at 2:00 PM. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: Previous minor violation not corrected from inspection report #604217, dated 5/12/2011, and still existing : Floor in boiler room had peeling paint,exposed concrete/dirt, shall be repaired/sealed. 
Must be corrected by 11/09/2011. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: Previous minor violation not corrected from inspection report #604217, dated 5/12/2011, and still existing: Walls that had peeling paint in kitchen prep area shall be repaired/sealed. Peeling paint/plaster in boiler room shall be repair/sealed.Missing ceiling tiles in gym(main building)shall be provided.Exposed insulation in boiler room shall be repaired/sealed. must be corrected by 11/09/2011. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: Missing/broken light shields in classrooms, bathrooms, hallways in main building, annex building shall be provided/replaced. light shields in hallways, classrooms, kitchen area not clean need cleaning, light shields in annex building need detailed cleaning. must be corrected by 11/09/2011.",42.00747007,-87.77837089,"(42.00747006588308, -87.77837089379373)"
233686,WILLIAM HOWARD TAFT HIGH SCHOOL,WILIAM HOWARD TAFT HIGH SCHOOL,1878514,School,Risk 1 (High),6545 W HURLIBUT ,CHICAGO,IL,60631,5/11/10,Canvass,Fail,,41.98555207,-87.7917054,"(41.985552074987766, -87.7917053967891)"
1532965,(Board of Education of the City of Chicago,WILLAM TAFT HIGH SCHOOL,46311,School,Risk 1 (High),6530 W Bryn Mawr Ave (5600N) ,CHICAGO,IL,60631,4/16/15,Short Form Complaint,Fail,"24. DISH WASHING FACILITIES: PROPERLY DESIGNED, CONSTRUCTED, MAINTAINED, INSTALLED, LOCATED AND OPERATED - Comments: VIOLATION #24 NOW CORRECTED. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: VIOLATION #34 NOW CORRECTED. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOOR IN CORNERS OF KITCHEN, BEHIND EQUIPMENT IN TEACHER'S LOUNGE, UTILITY CLOSET AND COMPRESSOR ROOMS NOT CLEAN. INSTRUCTED TO DETAIL CLEAN DAILY. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: TEACHER'S LOUNGE BEHIND EQUIPMENT CLUTTERED AND NOT CLEAN. INSTRUCTED TO REMOVE ALL UNUSED ARTICLES AND KEE AREA MAINTAINED. | 13. NO EVIDENCE OF RODENT OR INSECT INFESTATION, NO BIRDS, TURTLES OR OTHER ANIMALS - Comments: VIOLATION #13 NOW CORRECTED. | 19. OUTSIDE GARBAGE WASTE GREASE AND STORAGE AREA; CLEAN, RODENT PROOF, ALL CONTAINERS COVERED - Comments: VIOLATION #19 NOW CORRECTED. | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: OBSERVED NUMEROUS MICE DROPPING IN ADJACENT ROOMS OF CAFETERIA-UTILITY CLOSET BEHIND DOOR-APPROXIMATELY 30 MICE DROPPINGS, IN TEACHER'S LOUNGE BEHIND BOTH REFRIGATORS-APPROXIMATELY 80 ON BOTTOM LEDGE OF REFRIGATOR AND ON FLOOR, INSIDE COMPRESSOR ROOM IN CORNER BEHIND DOOR APPROXIMATELY 30, IN CORNER BEHIND COPIER MACHINE IN TEACHER'S LOUNGE APPROXIMATELY 30. INSTRUCTED TO HAVE LICENSED PEST CONTROL SERVICE PREMISES AND PROVIDE SERVICE INVOICE FOR SERVICES PROVIDED. REMOVE ALL DROPPINGS, DETAIL CLEAN AND SANITIZE AREAS. SERIOUS VIOLATION 7-38-020 NO CITATION ISSUED.",41.98298852,-87.7915383,"(41.982988518370455, -87.79153830351297)"
1527993,(Board of Education of the City of Chicago,WILLAM TAFT HIGH SCHOOL,46311,School,Risk 1 (High),6530 W Bryn Mawr Ave (5600N) ,CHICAGO,IL,60631,3/18/15,Complaint-Fire Re-inspection,Fail,"16. FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION - Comments: Corrected. 
Ice machine was in house cleaned and sanitized,per manager statement | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: corrected | 19. OUTSIDE GARBAGE WASTE GREASE AND STORAGE AREA; CLEAN, RODENT PROOF, ALL CONTAINERS COVERED - Comments: violation corrected 
lids closed. | 19. OUTSIDE GARBAGE WASTE GREASE AND STORAGE AREA; CLEAN, RODENT PROOF, ALL CONTAINERS COVERED - Comments: GARBAGE DUMPSTER LEAKING,WE OBSERVED  EXCESS FOOD LIQUIDS,GRIMES AND BLACK SLIME SUBSTANCE BUILD-UP AT BASE OF THE DUMPSTER AND ALL AROUND  THE GARBAGE DUMPSTER AND CEMENT GROUND. INSTRUCTED TO CLEAN AND MAINTAIN GROUND REPAIR/RESEAL SAID DUMPSTER. 
SERIOUS VIOLATION:7-38-020 NO CITATION ISSUED | 24. DISH WASHING FACILITIES: PROPERLY DESIGNED, CONSTRUCTED, MAINTAINED, INSTALLED, LOCATED AND OPERATED - Comments: THREE COMPARTMENT SINK NOT PROPERLY MAINTAINED. THE EAST END OF THE SINK THERE IS A MOTOR THAT MOVES THE WATER AROUND BUT IS NO LONGER IN USE LEAVING AREAS INACCESSIBLE FOR CLEANING,OBSERVED EXCESS GRIME AND DEBRIS INSIDE THE OPENED MOTOR.. INSTRUCTED TO REPAIR OR REPLACE SINK SO THAT ALL SURFACES ARE SMOOTH AND EASILY CLEANABLE. MUST USE FOOD GRADE MATERIAL AND NON-RUST MATERIAL . SERIOUS VIOLATION:7-38-030 NO CITATION ISSUED | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOORS THROUGHOUT THE PREP/KITCHEN AREA NOT MAINTAINED:UNEVEN /POROUS UNDER HOT HOLDING UNIT,BROKEN CEMENT AND PAINT PEELING UNABLE TO CLEAN.MUST REPAIR SAID FLOOR THROUGHPUT THE SAID AREA,SURFACE MUST BE SMOOTH,CLEANABLE AND NON-ABSORBENT MATERIAL. FLOOR THROUGHOUT THE DINING AREA NOT MAINTAINED,WE OBSERVED GRIMES LEFT BEHIND FROM FLOOR MACHINE,DEBRIS UNDER THE TABLES AND AROUND THE FEET OF POLE OF THE CHAIRS.INSTRUCTED TO PROPER CLEAN SAID AREA AND MAINTAIN.  
 | 13. NO EVIDENCE OF RODENT OR INSECT INFESTATION, NO BIRDS, TURTLES OR OTHER ANIMALS - Comments: ON INVOICE #376349 WAS PROVIDED FOR SWEEPS FOR DOORS",41.98298852,-87.7915383,"(41.982988518370455, -87.79153830351297)"
1482627,(Board of Education of the City of Chicago,WILLAM TAFT HIGH SCHOOL,46311,School,Risk 1 (High),6530 W Bryn Mawr Ave (5600N) ,CHICAGO,IL,60631,3/13/15,Complaint-Fire Re-inspection,Fail,"16. FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION - Comments: INTERIOR OF ICE MACHINE NOT MAINTAINED.BLACK SUBSTANCE WAS OBSERVED WHERE ICE IS MADE AND BACK AND SIDE PANELS IF THE ICE BIN.INSTRUCTED TO CLEAN,SANITIZE AND MAINTAIN SAID UNIT.ICE IS FOR HUMAN CONSUMPTION. SERIOUS VIOLATION:7-38-005(A) 
 | 19. OUTSIDE GARBAGE WASTE GREASE AND STORAGE AREA; CLEAN, RODENT PROOF, ALL CONTAINERS COVERED - Comments: OUTSIDE GARBAGE DUMPSTERS NOT MAINTAINED. ALL THREE DUMPSTER OVERFILLED WITH GARBAGE AND LIDS NOT ABLE TO CLOSE. ON GROUND AND AROUND CONTAINERS FOOD DEBRIS,EMPTY MILK CONTAINERS AND DIRTY CARDBOARD AROUND.INSTRUCTED TO CLEAN AREA MENTIONED AND KEEP LIDS CLOSED AT ALL TIMES TO MINIMIZE RODENT/ INSECTS ACTIVITIES. SERIOUS VIOLATION: 7-38-020 NO CITATION ISSUED | 24. DISH WASHING FACILITIES: PROPERLY DESIGNED, CONSTRUCTED, MAINTAINED, INSTALLED, LOCATED AND OPERATED - Comments: THREE COMPARTMENT SINK NOT PROPERLY MAINTAINED. THE EAST END OF THE SINK THERE IS A MOTOR THAT MOVES THE WATER AROUND BUT IS NOT LONGER IN USE LEAVING AREAS INACCESSIBLE FOR CLEANING,OBSERVED EXCESS GRIME AND DEBRIS INSIDE THE OPENED MOTOR.. INSTRUCTED TO REPAIR OR REPLACE SINK SO THAT ALL SURFACES ARE SMOOTH AND EASILY CLEANABLE. MUST USE FOOD GRADE MATERIAL AND NON-RUST MATERIAL . SERIOUS VIOLATION:7-38-030 NO CITATION ISSUED 
 | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments:  CORRECTED | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments:  FLOORS THROUGHOUT THE PREP/KITCHEN AREA NOT MAINTAINED:UNEVEN /POROUS UNDER HOT HOLDING UNIT,BROKEN CEMENT AND PAINT PEELING UNABLE TO CLEAN.MUST REPAIR SAID FLOOR THROUGHPUT THE SAID AREA,SURFACE MUST BE SMOOTH,CLEANABLE AND NON-ABSORBENT MATERIAL. FLOOR THROUGHOUT THE DINING AREA NOT MAINTAINED,WE OBSERVED GRIMES LEFT BEHIND FROM FLOOR MACHINE,DEBRIS UNDER THE TABLES AND AROUND THE FEET OF POLE OF THE CHAIRS.INSTRUCTED TO PROPER CLEAN SAID AREA AND MAINTAIN. 
 | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: STAINED AND DUSTY CEILING TILES AT UNUSED DISH ROOM, NEED TO REPLACE.(HOWEVER ROOM IS USED FOR OTHER ACTIVITIES) 
 | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments:  LEAKING PIPE UNDER THE THREE COMPARTMENT SINK,INSTRUCTED TO SEAL WITH A SMOOTH AND CLEANABLE MATERIAL. 
 | 13. NO EVIDENCE OF RODENT OR INSECT INFESTATION, NO BIRDS, TURTLES OR OTHER ANIMALS - Comments: RODENT REMOVED.DOORS NOT RODENT/INSECT PROOFED ,HOWEVER ON INVOICE #376349 WAS PROVIDED FOR SWEEPS FOR DOORS",41.98298852,-87.7915383,"(41.982988518370455, -87.79153830351297)"
